Row_Number,Person ID,Company ID,Company Name,Industry,Title,ICP_Codex_2,ICP_Claude_2,Manual_ICP,Manual_Reason
2267,5aaa065aa6da986c5ef2ab02,54a11d1369702d77c260fd00,Anaford,Law Practice,Partner,Yes,No,Yes,Family office signal
2270,66fc05c0a8fa13000139420b,54a1ab7374686945fae25b06,Pasquesi Sheppard LLC,Accounting,Partner,Yes,No,Yes,Family office signal
2299,54a8293e74686968295f9963,62543c077b242700f5253752,AXCS,Financial Services,CEO / Co-founder,No,Yes,Yes,Explicit M&A advisory / broker signal
2305,66fccc727fbd810001cf5434,60fb8d6bafdb3e0001e0bd51,"SkyWorks Holdings, LLC",Airlines/aviation,Chief Executive Officer,Yes,No,Yes,Explicit M&A advisory / broker signal
2316,66eb71ae62f5990001006e6c,5e57c46e2895460001c58a76,Microtech Ventures,Semiconductors,President And CEO,Yes,No,Yes,Private equity investment signal
2320,662886f6c61c2a000784b092,668ff71d717d080491889798,503 Capital Partners,Financial Services,Founding Partner / Asset Management,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2324,66f8a3a88dcef000015a4749,54a1289969702db878e50501,NewOak Capital,Financial Services,"Executive Chairman, Chief Investment Officer, Co-founder",No,Yes,Yes,Explicit M&A advisory / broker signal
2325,675897fb82957d00017f680d,54a1170969702d3ec08d3600,"Brown, Udell, Pomerantz & Delrahim Ltd.",Legal Services,Managing Partner,Yes,No,Yes,Family office signal
2327,66f56d857dcff00001fc3895,5fc8de17de97ab000150d2f2,SLB Capital Advisors,Real Estate,Managing Partner,Yes,No,Yes,Private equity investment signal
2330,54ec476474686943111ac375,54a11e6a69702d94a4094b01,Technology Commercialization Group (TCG),Management Consulting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2343,66f92cdfb0136a0001a5a827,55ec9250f3e5bb04ee00008d,Auramet International,Mining & Metals,Chief Executive Officer,Yes,No,Yes,Explicit M&A advisory / broker signal
2344,66fb673b4b82620001119c57,5f10db36c5396e008ca9dc07,Orchid Black,Management Consulting,Operating Partner At Orchid Black | Private Equity Value Creation,Yes,No,Yes,Private equity investment signal
2351,66fe023da00d8e000106c72b,5da1599af4e1a100019a0ea9,The Brownestone Group,Management Consulting,Founder And Managing Director,Yes,No,Yes,Explicit M&A advisory / broker signal
2378,66fe29767673080001efcee5,5fcb6ab30543950001356123,Madison Hunt,Staffing & Recruiting,Founder & Partner,Yes,No,Yes,Private equity investment signal
2379,64244f8a895f3000017dabac,54a134f669702d31702faa00,Red Chalk Group,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
2380,626b8ae4e8d40700016bd58a,6321f4d04f8e480104b544f2,Diamond Trading Group,Import & Export,Vice President Of Sales And Operations,Yes,No,Yes,Explicit M&A advisory / broker signal
2381,668cccb03840520001ae220b,54a1272169702d8eebb5a900,"MBFC, SBA 504 Lending!",Financial Services,President & CEO,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2388,5fd2115f9e720b00011ee748,54a1b74a74686940122a990a,"Credit Technologies, Inc.",Financial Services,President / CEO,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2389,54a1ee3f7468695475279016,5a9ede67a6da98d94d927a49,Emerald Strategy Partners,Management Consulting,Operating Partner,Yes,No,Yes,Private equity investment signal
2399,605a1707c3e534000163fddc,54a2440e7468693a7e49421b,FLG Partners,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
2401,633c690850f5b500011ea371,54a1a65274686945fa52ba04,Mercator International LLC,Management Consulting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2411,600230d113ca7e0001060d99,54a11d9269702d9a8bfc2201,Comly Auctioneers and Appraisers,Financial Services,Owner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2413,54a75fec74686975f87c092f,5b1599d1a6da987143b081df,Victory Six Advisors,Defense & Space,Managing Partner,Yes,No,Yes,Family office signal
2414,54ec361a746869431110d966,54a1297b69702d979c96b201,B.A. Harris,Accounting,Partner Emeritus,Yes,No,Yes,Explicit M&A advisory / broker signal
2418,66f039e7f10e97000197512b,54a1afed7468694012bc1608,The PeterSan Group and PeterSan Legal Staffing,Staffing & Recruiting,Managing Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2427,54a8b983746869334a4d0405,65aed47454bf9b043ca01129,Socorro Partners,Professional Training & Coaching,Audit Partner,Yes,No,Yes,Family office signal
2429,5ab3377da6da987097b30051,5e58250ef017340001f6c6c0,"emc CPAs, LLC",Financial Services,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2437,5e5af47ddf94bd00017504c0,5a9ede67a6da98d94d927a49,Emerald Strategy Partners,Management Consulting,Partner & General Manager,Yes,No,Yes,Private equity investment signal
2441,64ca52a31242e30001826081,54a21fd374686930c252a80e,Acclaro Valuation Advisors,Financial Services,Director And Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2451,63da6b15e498ff00019a829a,5db12a02d890840001739e93,Fundamental Income,Real Estate,Partner,No,Yes,No,Non-target industry
2466,64aa41200553810001a76dde,64945a6d3d0d0500c3ad6f71,Barton CPA PLLC,Accounting,Managing Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2469,613a1fa212a4f70001050b3c,556d755973696411b6071901,S&E Partners,Management Consulting,CEO,Yes,No,Yes,Family office signal
2474,61035e1994320000017b05a3,5a9dde21a6da98d97e78a39a,Paul Bridges Group,Staffing & Recruiting,Managing Partner,Yes,No,Yes,Family office signal
2475,66fde13517012000014fd0ac,5f44d74aaf0b030001202027,Markentry USA,Management Consulting,Founder & CEO,Yes,No,Yes,Explicit M&A advisory / broker signal
2483,54a444bd7468693b8c3ce139,556d69f073696411ec2d0301,Monahan Mijares CPA,Accounting,Partner,Yes,No,Yes,Family office signal
2484,66f6ef6453e77f0001484624,604a0d9ef32c8300010179e6,Stonehenge Energy Resources,Oil & Energy,Chief Executive Officer,Yes,No,Yes,Private equity investment signal
2498,60f27a2e3061aa00012d65db,5ffcbb6beb9006011ac47476,HUDDL3 Group,Professional Training & Coaching,Founding Partner,Yes,No,Yes,Family office signal
2504,66f28252aef4c50001e463e1,54a1276469702dcef9c91c00,Apex Leaders,Information Services,Chief Executive Officer,Yes,No,Yes,Private equity investment signal
2511,67ef85c1a5906c0001fc28d8,5fcb6ab30543950001356123,Madison Hunt,Staffing & Recruiting,Vice President,Yes,No,Yes,Private equity investment signal
2521,66fda70f7820e8000121644b,54a11fe769702d86b68cf901,"Galbut Beabeau, P.C.",Law Practice,Chief Executive Officer,Yes,No,Yes,Family office signal
2529,54c1ea517468691639d77d5b,5d358a4af65125c65663acad,"Lighthouse Management Group, Inc.",Management Consulting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2532,66fa641f69f3ce0001163eb7,668ff71d717d080491889798,503 Capital Partners,Financial Services,503 Capital Partners,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2541,66ec7e8d1831ca000178f0cc,54a11e5369702d9a8b036f01,Succession Resource Group,Financial Services,Executive Vice President,No,Yes,Yes,Explicit M&A advisory / broker signal
2552,54a7c62474686965d9fe0151,54a1afed7468694012bc1608,The PeterSan Group and PeterSan Legal Staffing,Staffing & Recruiting,Founder & CEO,Yes,No,Yes,Explicit M&A advisory / broker signal
2554,66f747d931303a00013882fd,60f5005dd8d1ad0001c7e0ff,Aequum Capital,Financial Services,Founder And Chief Operating Officer At Aequum Capital,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2558,66fea1085956ef0001297857,54a12b1a69702d8cfc739b02,"Lapis Advisers, LP",Investment Management,"Managing Principal, Founder",No,Yes,Yes,Private equity investment signal
2559,54a609f37468693209036abd,5e60213649412c00fc30c901,Alliance Consulting Group,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
2560,54ebb1b07468694311b9e80f,55ea50ccf3e5bb5910000f16,CSuite Financial Partners,Management Consulting,Partner,Yes,No,Yes,Family office signal
2575,66f8afc11cc13a0001f5438e,5569b84873696425b8e38300,Preferred CFO,Financial Services,Vice President Human Resources,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2608,6558be9cb29e2e00019a8af7,5db0a972f2e9a700012f2841,Blacklock Group,Staffing & Recruiting,"Vice President - Energy, Power & Infrastructure",Yes,No,Yes,Private equity investment signal
2614,6092587956ed6500014b3305,54a11af869702da425990500,Altimeter,Financial Services,"Partner, Head Of Capital Formation & Talent",No,Yes,No,Finance/consulting profile without explicit ICP evidence
2615,650f4a9e081ef30001729685,603734d22dddb000cacf7017,Assured Healthcare Partners,Investment Management,Managing Partner & Chief Investment Officer,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2630,629f234aa679cd00014c1020,54a129a969702db64877b001,Steve H. Powell & Company,Banking,Chief Executive Officer,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2644,66f58eb0f0ce2e0001dabd66,55922d4473696417395c5300,"Pray Walker, P.C.",Law Practice,Partner,Yes,No,Yes,Family office signal
2645,66f4737a02a04d000155d32c,5e5835407eed110001a1742c,"Network ESC A Division of Network Temps, Inc.",Staffing & Recruiting,Executive Vice President And Chief Operations Officer,Yes,No,Yes,Explicit M&A advisory / broker signal
2660,66fff4f6e6342a0001c2910b,60f64dae0567030001fb19f0,"Arnovia, LLC",Management Consulting,Co-founder,Yes,No,Yes,Private equity investment signal
2665,610aa4dfacb42f00010651a5,54a1ba6b74686945fa73a20b,Schwartz Advisors,Management Consulting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2673,617d95c53ae3030001e9f8f3,640c09996b116100012811d7,"Smith Hurst, PLC",Legal Services,Managing Partner,Yes,No,Yes,Family office signal
2674,54a5cfb07468693442f043aa,5b84a9b8f874f778424fccaa,Agency Brokerage,Insurance,Professional Intermediary & Managing Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2678,54a320327468693fdaead255,54a11eef69702d9d7ed89b01,Fort Dearborn Partners,Management Consulting,President,Yes,No,Yes,Explicit M&A advisory / broker signal
2683,66faa10d34ff8c0001a60efb,5e574bf37631fd0001d666b6,FitzGerald Kreditor Bolduc Risbrough LLP,Law Practice,Managing Partner,Yes,No,No,Legal firm (outside target ICP categories)
2684,55d6b81cf3e5bb5a730058b2,54a1ba6b74686945fa73a20b,Schwartz Advisors,Management Consulting,Managing Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2693,66f46b5b85f92700012ee176,5e934544eb3ab2009903d1ba,The One Nine Three Group,Management Consulting,Founder & CEO,Yes,No,Yes,Explicit M&A advisory / broker signal
2705,603f41b74c5ae000015fa176,54a1219269702d94a43cc402,The Weatherly Group,Staffing & Recruiting,President,Yes,No,Yes,Private equity investment signal
2713,54a72c007468696b7f23c81b,5fc891032cfd4300010a0345,"IP Capital Partners, LLC",Real Estate,Executive Managing Director - Head Of Investment Management,Yes,No,Yes,Private equity investment signal
2715,54a5fad37468692fa2c7d8b8,54a11da569702d8ccc851d01,Next Point LLC,Management Consulting,Owner,Yes,No,Yes,Private equity investment signal
2731,54a81f197468696b7fc73661,5b847abbf874f71c52ccabab,"Fletcher Spaght, Inc.",Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
2738,66f692341adccc00012eb130,54a271077468693a7e6b0a23,Acclaro Growth Partners,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
2747,65979185035371000199ab14,5d0ab3cb80f93e95c7b54b81,Hancock Firm,Financial Services,Partner,No,Yes,Yes,Private equity investment signal
2750,680878449f18aa0001b8b9ac,5da3c0b503b87c00010b2198,Di Luccia & Partners,Management Consulting,Partner | Talent Acquisition & Executive Search Consultant,Yes,No,Yes,Private equity investment signal
2753,609632baf491fe00019b254b,5d366632a3ae61644be821f8,Suite 200 Solutions,Insurance,Founder And President,Yes,No,Yes,Family office signal
2754,66fd8d980cd9940001718c04,56d5f6b7f3e5bb35c900040f,Strauss Malk & Feder LLP,Law Practice,Partner,Yes,No,No,Legal firm (outside target ICP categories)
2759,54a79fd5746869730a64ef46,5a9ede67a6da98d94d927a49,Emerald Strategy Partners,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
2775,57d4dc9da6da9853a0a57026,60af2eafa9a5cc00013a82da,STOC Advisory,Management Consulting,Managing Partner Of Transaction Advisory Services,Yes,No,Yes,Private equity investment signal
2777,66fa3a434403d8000108beff,5ed26028275a2400012e25ea,delphai,Information Technology & Services,Vice President Of Business Development,Yes,No,Yes,Explicit M&A advisory / broker signal
2791,5ba3e8dc324d449f86cfbcf4,54a2440e7468693a7e49421b,FLG Partners,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
2809,66f2cfd9d4774a00010e206d,60486475ccc54f0001cee212,Turning Point Consulting,Management Consulting,President And Chief Executive Officer,Yes,No,Yes,Private equity investment signal
2821,56361b0ba6da98384f008e4d,5da1599af4e1a100019a0ea9,The Brownestone Group,Management Consulting,Client Solutions Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2824,66f554f75b30590001013412,645b5a970367610138115819,Teragonia,Information Technology & Services,Co-founder,Yes,No,Yes,Private equity investment signal
2838,60f281894ea5a300017e3891,55922b4773696419d861a900,"Sanli Pastore & Hill, Inc.",Financial Services,Chief Executive Officer,No,Yes,Yes,Explicit M&A advisory / broker signal
2841,5f0287d0e0f2f500014029ef,54a12a3069702d979cff0802,Red Team,Management Consulting,President,Yes,No,Yes,Explicit M&A advisory / broker signal
2842,66f8653700dcf80001f56c1c,54a12a6f69702db648130b02,LHA - Investor Relations,Public Relations & Communications,Founding Partner CEO,Yes,No,Yes,Explicit M&A advisory / broker signal
2845,66fb1e7acaed060001478d84,55ea50ccf3e5bb5910000f16,CSuite Financial Partners,Management Consulting,CFO Partner,Yes,No,Yes,Family office signal
2854,5abce800a6da9840a7c9c06b,5b842f0b324d44493dc212bd,"Kimbell Royalty Partners, LP",Oil & Energy,Executive Vice Chairman Of The Board Of The General Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
2855,57d8bb17a6da98726a945e51,55ea50ccf3e5bb5910000f16,CSuite Financial Partners,Management Consulting,Partner,Yes,No,Yes,Family office signal
2862,66fa4bd69006e90001283b1c,54a1a80a7468694f8f384705,Partners for Growth,Financial Services,Owner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2864,66fe030b5e0d170001eccb15,5e573aa61a497200013d4533,Fairlead Advisors LLC,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
2867,6865fefc1340f80001e22555,643da2cdf456f900da4284c3,Leap Brands,Staffing & Recruiting,"Founder, Chief Executive Officer Aka Leap Prasident",Yes,No,Yes,Private equity investment signal
2870,66f393baa3b6a50001ef9eb6,5569dc85736964254fdaa900,Hunter Taubman Fischer & Li LLC,Law Practice,Partner,Yes,No,No,Legal firm (outside target ICP categories)
2878,680ca7aa21ba540001ce2769,66ccc1db406b9603eef10608,VERDANT Strategies,Financial Services,Founder,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2887,66f720a5eabd5b000196414e,661722a084a8d5000702ba95,Fifth Season Investments,Financial Services,President & Chief Executive Officer,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2894,54a827b974686962206f6063,55f757d0f3e5bb168600148e,UpField Group,Management Consulting,Co-founder & Partner,Yes,No,Yes,Private equity investment signal
2904,66fa8d70f9bde30001f3e994,64af9c335a222100011850db,"Zahn Law Global, LLP",Legal Services,Founder & Managing Partner,Yes,No,Yes,Family office signal
2905,66ec6a05794d970001d25823,54a11f6769702d918c00cd01,"Greentree Financial Group, Inc.",Financial Services,President,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2906,66f4fccc150b4f0001fd3813,5b14a89da6da98714a05eb76,CFI Partners,Investment Management,Chief Executive Officer/chief Investment Officer ,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2932,66f4569621729500012cfad8,5569584f73696425b88b0d00,GrowthLab Finance-as-a-Service,Accounting,CEO,Yes,No,Yes,Explicit M&A advisory / broker signal
2935,66efdf41fe8803000171fe7e,5500b4297369647a719a0200,THE CANNATA REPORT,Information Technology & Services,"Partner And VP, Content Strategy",Yes,No,Yes,Search fund / independent sponsor signal
2937,66f395be02487a000144987f,54a12b1769702db648795b02,LCS Forensic Accounting & Advisory,Accounting,Founder & Managing Member,Yes,No,Yes,Search fund / independent sponsor signal
2948,593c9428a6da9850c1bfbc86,54a2200474686930c2e0ba0e,Cohen Tauber Spievack & Wagner P.C.,Law Practice,"Partner, Technology Companies & Emerging Ventures",Yes,No,Yes,Family office signal
2981,65978c2cc103b50001a1162c,54a2440e7468693a7e49421b,FLG Partners,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
2987,66f3090f38ed3d0001f88ea5,627e3dd889644300d83f882c,Baton,Internet,Co-founder,Yes,No,Yes,Explicit M&A advisory / broker signal
2993,5b2c7e93a6da98c56034d5dc,54a1351469702d48e2085d00,Rankin McKenzie,Financial Services,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
2995,66f5aedfa501ec0001075c19,5e562d1e9f42f4000136efa0,Crews & co.,Management Consulting,President - Finance,Yes,No,Yes,Private equity investment signal
2997,5ad1402ba6da98846fa20ac9,55ea50ccf3e5bb5910000f16,CSuite Financial Partners,Management Consulting,Partner,Yes,No,Yes,Family office signal
3002,60ef8a7e56f3bb000101ca7f,55922b4773696419d861a900,"Sanli Pastore & Hill, Inc.",Financial Services,President & Founder,No,Yes,Yes,Explicit M&A advisory / broker signal
3006,66f539066d4cc00001bd4833,55f8ac79f3e5bb1606000175,Secure Net Lease,Real Estate,Managing Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
3008,54a3bd347468693209dfeb0e,61ec3e19111ee30001f5aec0,LifeSci Consulting,Management Consulting,Managing Partner,No,Yes,Yes,Explicit M&A advisory / broker signal
3012,66f4c6fb34175d00012a0a5a,5c1d8783a3ae617f849e5ca0,"Merger & Acquisition Services, Inc.",Insurance,CEO & Principal,Yes,No,Yes,Explicit M&A advisory / broker signal
3013,54a6df7774686975f824b100,5d09e2caa3ae61ca6847b0fe,"Boss Group International, LLC",Real Estate,Business Intermediary / Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
3014,60d061e6e70fc1000167f13d,61ec8a6d2f9a270001144658,"M&G Partners, LLP",Accounting,Partner,Yes,No,Yes,Family office signal
3021,687ebefcafb3d80001ac024e,5a9f756fa6da98d97018f14b,ZBS Partners,Financial Services,Co-founder,No,Yes,No,Finance/consulting profile without explicit ICP evidence
3029,66f53c90d92bc8000147ff70,5e5735dd91af090001a0b20e,CORE IR & PR,Public Relations & Communications,Founder,Yes,No,Yes,Explicit M&A advisory / broker signal
3032,66fc0f3d676e760001f6a961,63d5ca5e0a8f05000129ecea,Bacchus Advisory,Professional Training & Coaching,Chief Executive Officer,Yes,No,Yes,Explicit M&A advisory / broker signal
3054,54a3a0ec74686932092f1206,54a242dc7468693fda20d51a,"Barton, Walter & Krier, P.C. CPAs and Business Advisors",Accounting,Managing Partner,Yes,No,Yes,Family office signal
3069,54a7237b7468696220c4f118,54a1351469702d48e2085d00,Rankin McKenzie,Financial Services,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
3071,67043fbea95a8f0001dd100c,65aed47454bf9b043ca01129,Socorro Partners,Professional Training & Coaching,CEO & Managing Partner,Yes,No,Yes,Family office signal
3077,66f46192aae3fa0001b484ea,5569c620736964257dba9200,Metis Partners,Financial Services,Founder & CEO,No,Yes,No,Finance/consulting profile without explicit ICP evidence
3095,66f74e8c1c88dc0001d52b5d,629d89c513b71a00f53581c7,ENDUIR Cyber,Information Technology & Services,Co-founder & Managing Partner,Yes,No,Yes,Private equity investment signal
3103,5d4de623a3ae61517bf7eaab,556993ed7369642579226000,"The Pun Group, LLP",Accounting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
3114,64eed7d4b8169f000157d2f9,5da44237d7e66f00010e9997,Grapp Lerash,Accounting,Founding Partner,Yes,No,Yes,Family office signal
3117,6853c1146aba300001b03d01,64bcd2da7702570001c6b357,Rexpand,Information Technology & Services,CEO & Founder,Yes,No,Yes,Explicit M&A advisory / broker signal
3127,5afe3d9ba3ae61c966ec91e5,603cb86c03ff67011ce0fbb1,Braidwell,Financial Services,Partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
3128,60cbc2e18338e100013ef88e,5a9d5f99a6da98d98c6a49bb,EQ Holdings,Computer Hardware,Talent Acquisition Business Partner,Yes,No,Yes,Private equity investment signal
3132,66faabad34ff8c0001a8bf07,6359876d98e2ec00cc5504f0,DOPE CFO Certified Advisors,Financial Services,Franchise Owner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
3140,66fafb82d16c050001e16891,54a1273e69702d9548e96f00,"Holbrook & Manter, CPAs",Accounting,Principal (owner),Yes,No,Yes,Family office signal
3144,66f5839e4ca3b00001f23a35,55ebc614f3e5bb23ac002fef,"South Park Advisors, LLC",Financial Services,Founder And Managing Director,No,Yes,Yes,Explicit M&A advisory / broker signal
3159,54aae71c7468690b752bb91b,54a2440e7468693a7e49421b,FLG Partners,Management Consulting,Emeritus Partner,Yes,No,Yes,Private equity investment signal
3169,66f7558a1c88dc0001d771b5,54a1b736746869547527650a,Premier Financial Search,Staffing & Recruiting,President / Founder,Yes,No,Yes,Family office signal
3177,5d4e2cc1a3ae610cbf88d49c,54a1f1177468693825211d00,"Myslajek Kemp & Spencer, Ltd.",Accounting,"Partner, Cpa",Yes,No,Yes,Explicit M&A advisory / broker signal
3184,5c670f9e1773c30cc43a3c0e,6134240d429a2e00016055f8,Longacre Square Partners,Public Relations & Communications,Managing Partner,Yes,No,Yes,Private equity investment signal
3187,54a5e3b5746869344241e5b0,54a11eb769702da425e77b01,Hudson Crossing,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
3202,5d127c2ea3ae618d1d8ee560,5569dc85736964254fdaa900,Hunter Taubman Fischer & Li LLC,Law Practice,Partner,Yes,No,No,Legal firm (outside target ICP categories)
3204,54a3272d7468693825a66058,54a23df87468693fdacb2319,Brick & Patel LLP,Law Practice,Partner At Brick And Patel Llp,Yes,No,Yes,Family office signal
3219,6545cdb9527b300001bb624b,5da2de832c81690001c8f9b3,Triavo Health,Hospital & Health Care,Partner,Yes,No,Yes,Private equity investment signal
3228,66fdb4b27ed7730001f0b81f,54a13be869702d267abdbb01,"Business Valuation Resources, LLC",Publishing,Chief Executive Officer,Yes,No,Yes,Private equity investment signal
3230,5b2b2dcba6da988ac8683a9b,5da4fbf4101d5b0001b1b9d5,HMS Valuation Partners,Hospital & Health Care,Partner,Yes,No,Yes,Private equity investment signal
3261,66f9e12e9901a20001d61533,54a11af869702da425990500,Altimeter,Financial Services,Chief Financial Officer/partner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
3275,687f0ecb5f947d000199dee0,5b840f21324d4464bed7b8cf,Smith Arnold Partners,Staffing & Recruiting,Vice President,Yes,No,Yes,Explicit M&A advisory / broker signal
3277,66f74bedda339b00017874e9,56dd307bf3e5bb5b0e000bb1,Marblegate Asset Management,Investment Management,Managing Partner/chief Investment Officer,No,Yes,No,Finance/consulting profile without explicit ICP evidence
3313,6017a90c726e4a0001a8cebc,54a1a65274686945fa52ba04,Mercator International LLC,Management Consulting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
3331,66f81191ae47ef000176374b,54a11cf769702d84c58bd700,"Perlman, Bajandas, Yevoli & Albright, P.L.",Law Practice,Partner,Yes,No,Yes,Family office signal
3332,63c9cbaa4994d200010e4c4a,668ff71d717d080491889798,503 Capital Partners,Financial Services,Founding Partner (pending The Closing Of The Tortoise Transaction),No,Yes,No,Finance/consulting profile without explicit ICP evidence
3333,66f5c638f3ea8800010f8888,64120fa8e98aef00a331f482,CXO Partners,Professional Training & Coaching,"Interim CEO, COO",Yes,No,Yes,Private equity investment signal
3353,6812237550de6e00018818e2,65decbeb2c079f04404b9955,J.C. Flowers Asset Reconstruction Private Limited,Financial Services,Managing Director And Chief Executive Officer,No,Yes,No,Finance/consulting profile without explicit ICP evidence
3358,60389014a6b58400011e660f,54a134d469702d2f9f84b100,"WorldBusiness Capital, Inc.",Financial Services,Executive Vice President And Chief Portfolio Officer,No,Yes,No,Finance/consulting profile without explicit ICP evidence
3366,661ecf8b414132000701d48a,66e97797dfc6f903ef70f715,Connective,Information Technology & Services,VP Of Client Partnerships,Yes,No,Yes,Explicit M&A advisory / broker signal
3370,5ff9f0aef1545e000151ea0c,54a129dd69702d9313e8e601,"LiveMasterminds, Inc.",Professional Training & Coaching,President & Founder,Yes,No,Yes,Explicit M&A advisory / broker signal
3399,5ad026ffa6da98d094e1c379,668ff71d717d080491889798,503 Capital Partners,Financial Services,"Founding Partner, Credit",No,Yes,No,Finance/consulting profile without explicit ICP evidence
3400,67001896774a5b000156d042,556dac0873696412174b6401,Blue Rose Capital Advisors,Financial Services,Vice President And Chief Compliance Officer,No,Yes,No,Finance/consulting profile without explicit ICP evidence
3412,66f459c91d630c0001bf54ef,54a1390d69702d231f723600,CapLinked,Information Technology & Services,Chief Executive Officer,Yes,No,Yes,Private equity investment signal
3415,66f03c1067db7b00017d1ffa,54a12a4d69702d9548dbf801,Highspring (Formerly Focus Search Partners),Staffing & Recruiting,Founder And Managing Partner,Yes,No,Yes,Private equity investment signal
3439,603e933c6d4f2c0001d0a4bb,55f245cff3e5bb0b6a003174,Marcus & Associates Executive Recruiters,Staffing & Recruiting,Vice President,Yes,No,Yes,Private equity investment signal
3457,54a5bb787468692abf31d4a3,5b12e018a6da98dcfefe44e8,ITB Partners: Management Consultants,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
3466,5ffafdddaea59b0001f44a87,5e3c5633f1c3950148eaebd2,Fertility Bridge,Media Production,"Founder, Owner",Yes,No,Yes,Private equity investment signal
3478,66a9cb8892c9100001836fed,5a9ecafaa6da98d9852e766e,"PharmaBioSource, Inc.",Management Consulting,Chief Executive Officer,Yes,No,Yes,Private equity investment signal
3479,60af783cde997900018478a1,54a1358c69702d46f0eda200,Floyd Advisory LLC,Management Consulting,Partner,Yes,No,Yes,Private equity investment signal
3480,67c28c135862b40001b5bbf8,54a11e5369702d9a8b036f01,Succession Resource Group,Financial Services,President & CEO,No,Yes,Yes,Explicit M&A advisory / broker signal
3481,651402c691c9df0001e64593,5da2de832c81690001c8f9b3,Triavo Health,Hospital & Health Care,Partner,Yes,No,Yes,Private equity investment signal
3487,6889d9d08890c1000185d9be,61adfdbec3bd4500da1a0936,Hall Jacobs,Capital Markets,Business Owner,No,Yes,Yes,Private equity investment signal
3488,66fbe81fc0fd130001750b89,65cab90e3933d801c7a5551e,Lion Creek Real Estate Capital,Real Estate,Vice President,Yes,No,Yes,Private equity investment signal
3507,57d86c10a6da98784fc59719,613598d21c3da700011c6c73,Plenus LLC (PKF International's Official Member Firm),Accounting,Partner,Yes,No,Yes,Family office signal
3522,67c5863421dd5c0001528e36,6359876d98e2ec00cc5504f0,DOPE CFO Certified Advisors,Financial Services,Franchise Owner,No,Yes,No,Finance/consulting profile without explicit ICP evidence
3524,66f3f3d33a48f300010c3a6c,6530333ab3901700a2e1f2a7,Socratics.ai,Information Technology & Services,Founder & CEO,Yes,No,Yes,Private equity investment signal
3532,614021071608160001fefc24,618e3fcfb600930001541df4,"Seacrest Partners, Inc.",Insurance,Owner,Yes,No,Yes,Private equity investment signal
3535,621647634ad8cb000146c95b,5fcb6ab30543950001356123,Madison Hunt,Staffing & Recruiting,Vice President,Yes,No,Yes,Private equity investment signal
3542,60ba284468bab30001e0c3ed,55f8ac79f3e5bb1606000175,Secure Net Lease,Real Estate,Executive Vice President,Yes,No,Yes,Explicit M&A advisory / broker signal
3544,635bb857c88d570001c8daa3,55e8195ff3e5bb57740004a3,PKF Clear Thinking LLC,Management Consulting,Partner,Yes,No,Yes,Explicit M&A advisory / broker signal
