Row_Number,Person ID,Company ID,Company Name,Industry,Title,ICP_Codex,ICP_Claude,Binary_ICP,Binary_Reason
3236,5d4ac73080f93eee3ce9e277,54a138b269702d231f490b00,"MMQ & Associates, P.C.",Accounting,Partner - Cpa Firm,Maybe,No,No,non-target industry
3249,5e55647ed9807e0001e3f7cb,54a1289869702d9b8b283401,Fifteen4 Creative,Design,Managing Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3255,676db13ae36ee500013a6585,5a9ed7fea6da98d938bd2f8f,ANJAY VENTURE PARTNERS LLC,Management Consulting,CEO,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3256,54ec10ed746869444ca37848,54a128c569702d9548673501,"Mellott & Mellott, P.L.L.",Accounting,Partner,Maybe,No,No,non-target industry
3258,66f6fb8f535ef50001a2af74,54a11cd769702d7fe634e500,"Keegan Linscott & Associates, PC",Accounting,Owner,Maybe,No,No,non-target industry
3261,66f9e12e9901a20001d61533,54a11af869702da425990500,Altimeter,Financial Services,Chief Financial Officer/partner,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3263,66fde37fa00d8e0001fe3efd,5ed0ec2addd44c0001218ec7,Lex Nova Law LLC,Law Practice,Principal Partner,No,Maybe,No,professional services without clear sourcing mandate
3269,5570997073696415a76b3800,54a19dbc74686954754cfe01,"Bollus Lynch, LLP",Accounting,Partner,Maybe,No,No,non-target industry
3272,613fc6f2f1fca700014744d0,5e584c0c4e246a0001bfb736,IFG US,Management Consulting,Executive Recruiter At Ifg Us & Co-founder,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3275,687f0ecb5f947d000199dee0,5b840f21324d4464bed7b8cf,Smith Arnold Partners,Staffing & Recruiting,Vice President,Yes,No,Yes,explicit icp terminology
3277,66f74bedda339b00017874e9,56dd307bf3e5bb5b0e000bb1,Marblegate Asset Management,Investment Management,Managing Partner/chief Investment Officer,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3282,54ebce777468694311c48b29,54a1995174686949e7ff9f00,EGP PLLC Certified Public Accountants & Consultants,Accounting,"Managing Partner Cpa/pfs, Cva, Ccifp, Cit",Maybe,No,No,non-target industry
3290,57d6552aa6da985492dd2412,556dce037369641284359201,HTSG CPAs + Advisors LLC,Accounting,Partner,Maybe,No,No,non-target industry
3292,5ea93b77d12713000112900e,5b15ecf3a6da98694828c7ca,FSB&W LLC,Accounting,Partner,Maybe,No,No,non-target industry
3293,57d8da77a6da98726a966421,54a13a3369702d285138cd00,"Altum Partners, LLP",Accounting,Tax Partner,Maybe,No,No,non-target industry
3296,5e4333b213e5d60001b05def,54a199c874686945fa46c600,Bristol Group Business Brokers,Management Consulting,Managing Partner,Yes,Maybe,Yes,explicit icp terminology
3298,54a3cb137468692abf82fe12,54a122c069702d9d7e48d602,Bryant Rabbino LLP,Law Practice,Partner,No,Maybe,No,non-target industry
3302,65014fb4f96fc3000124476c,61ec1497af3bfa00013b58a3,Edgewater Strategy Group,Management Consulting,Partner,Yes,Maybe,Yes,explicit icp terminology
3304,66fa2cbe9901a20001f00f93,5d334d6580f93e0ca95df077,Gardiner + Company CPAs,Accounting,Partner,Maybe,No,No,non-target industry
3305,63b75282a5f7b400015c651b,54a1290069702d9ebcd94501,Niesar & Vestal LLP,Law Practice,Partner,No,Maybe,No,professional services without clear sourcing mandate
3313,6017a90c726e4a0001a8cebc,54a1a65274686945fa52ba04,Mercator International LLC,Management Consulting,Partner,Yes,No,Yes,explicit icp terminology
3315,66fb5dcab5ed3900018dff98,5b873617f874f73aa8f55276,Skylark Consulting Group,Management Consulting,Founder And Managing Director,Yes,Maybe,Yes,explicit icp terminology
3316,66fb34f40ae23600013000bc,61659a0c49023800a40b52a7,LUCA Solutions,Accounting,Founder,Maybe,No,No,non-target industry
3317,61f37c5785d4470001df8f43,65cef3753c5a310001f6164e,Gold Candle Ltd.,Mining & Metals,Founder & Executive Chairman,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3319,666db66c6bc972000196e278,54a242747468693cdd0dc41a,"Noble Royalties, Inc.",Oil & Energy,Owner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3324,67ff9f3e2ba649000102c7c3,63d599f925d8330001841a0d,Prajapati & Company CPAs LLP,Accounting,Partner,Maybe,No,No,non-target industry
3329,66f74e651c88dc0001d51cf4,54a25dbd7468693a7e675d1d,Fara Group,Management Consulting,President And Owner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3331,66f81191ae47ef000176374b,54a11cf769702d84c58bd700,"Perlman, Bajandas, Yevoli & Albright, P.L.",Law Practice,Partner,Yes,No,No,professional services without clear sourcing mandate
3333,66f5c638f3ea8800010f8888,64120fa8e98aef00a331f482,CXO Partners,Professional Training & Coaching,"Interim CEO, COO",Yes,No,Yes,explicit icp terminology
3342,5b16bcc5a6da989b73ffdff4,556dce037369641284359201,HTSG CPAs + Advisors LLC,Accounting,Partner,Maybe,No,No,non-target industry
3344,66fac4665080a2000185aad1,6417bfe387cd900001ef4fea,"JonesSpross, PLLC",Law Practice,Founder & Managing Member,No,Maybe,No,non-target industry
3349,66545f7fba9404000113d238,55f9ce43f3e5bb6986000690,"Verdeja & Alvarez, LLP",Accounting,Partner,Maybe,No,No,non-target industry
3350,57d71bd0a6da980629e584ed,556df1fc7369641114fd1000,Founders Legal | Bekiares Eliezer LLP,Law Practice,Partner,No,Maybe,No,non-target industry
3353,6812237550de6e00018818e2,65decbeb2c079f04404b9955,J.C. Flowers Asset Reconstruction Private Limited,Financial Services,Managing Director And Chief Executive Officer,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3355,66f8032aae47ef0001719c3a,55922fde7369640b18135200,GCA Law Partners LLP,Law Practice,Partner,No,Maybe,No,non-target industry
3356,66fdef4ee268920001a324cf,65ac6b052340540001ae763d,AlignedCardio,Hospital & Health Care,Chief Executive Officer,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3358,60389014a6b58400011e660f,54a134d469702d2f9f84b100,"WorldBusiness Capital, Inc.",Financial Services,Executive Vice President And Chief Portfolio Officer,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3366,661ecf8b414132000701d48a,66e97797dfc6f903ef70f715,Connective,Information Technology & Services,VP Of Client Partnerships,Yes,No,Yes,explicit icp terminology
3368,5885635ff65125b50dfb6ac4,5d095e8780f93e1ff60df8eb,Consolidated Services Group,Food & Beverages,Founder/ CEO,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3370,5ff9f0aef1545e000151ea0c,54a129dd69702d9313e8e601,"LiveMasterminds, Inc.",Professional Training & Coaching,President & Founder,Yes,No,Yes,explicit icp terminology
3372,66fc219cfe1d85000191a9b2,54a11d3d69702da42560f400,Martin LLP,Law Practice,Partner - Real Estate Group,No,Maybe,No,professional services without clear sourcing mandate
3377,6112de0355ca7000012edf30,54a1aae674686945fa112c06,"The Hill Group, Inc. - Management Consultants",Management Consulting,President & CEO,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3378,6016f012a9328a0001b03522,54a12a6069702d8b19c88e02,Bentson Copple Patterson & Associates,Management Consulting,"Partner, Cpr, Cmsr & Kolbe Certified Consultant ™",Maybe,No,No,insufficient direct icp evidence for strict yes/no
3384,658e4d4e304696000182333f,54a1a4817468695475be1304,Dempsey Vantrease & Follis PLLC,Accounting,Partner,Maybe,No,No,non-target industry
3386,54a74a067468696b7f6e9326,54a1298e69702d954850a001,"Kolnicki, Peterson & Wirth, LLC",Accounting,Partner,Maybe,No,No,non-target industry
3388,66f2d5c1a944ee0001480cfd,54a12ab069702d8cfcb86202,Propp Christensen Caniglia LLP,Accounting,Partner,Maybe,No,No,non-target industry
3400,67001896774a5b000156d042,556dac0873696412174b6401,Blue Rose Capital Advisors,Financial Services,Vice President And Chief Compliance Officer,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3408,66f50c653c38fc0001e27894,54a1ac5e74686958601ada06,Kentner Sellers CPAs,Accounting,Partner,Maybe,No,No,non-target industry
3412,66f459c91d630c0001bf54ef,54a1390d69702d231f723600,CapLinked,Information Technology & Services,Chief Executive Officer,Yes,No,Yes,explicit icp terminology
3415,66f03c1067db7b00017d1ffa,54a12a4d69702d9548dbf801,Highspring (Formerly Focus Search Partners),Staffing & Recruiting,Founder And Managing Partner,Yes,No,Yes,explicit icp terminology
3420,6006aa22940cb40001f8e2f7,54a1b49874686945fae49e09,"Satty, Levine & Ciacco CPAs P.C.",Accounting,Managing Partner,Maybe,No,No,non-target industry
3422,66f69dd99c737700010ddf5f,556cf75473696411dea85d00,BurgherGray LLP,Law Practice,Partner,No,Maybe,Yes,explicit icp terminology
3428,60ed73a5fd080e0001e33469,5500cd92736964176d077800,Procida Funding & Advisors,Real Estate,Partner - Head Of Originations & Due Diligence ,Yes,Maybe,Yes,explicit icp terminology
3436,66f4baeae6ff8600010a269a,5e1d11006bcc3f008ccd6f4a,Launch Finance,Accounting,Co-founder,Maybe,No,No,professional services without clear sourcing mandate
3439,603e933c6d4f2c0001d0a4bb,55f245cff3e5bb0b6a003174,Marcus & Associates Executive Recruiters,Staffing & Recruiting,Vice President,Yes,No,Yes,explicit icp terminology
3447,5c57ba1ca3ae611062b41c86,54a1271e69702da2201d4c00,"Fuller Lowenberg & Co., CPAs P.C.",Accounting,Partner,Maybe,No,No,non-target industry
3448,66f1d3282205ec00014ca21b,5e55e28b6c942d0001ffef1b,Illume Agriculture,Farming,"Owner, Founder",Maybe,No,No,insufficient direct icp evidence for strict yes/no
3453,60fe28383a18c30001c69485,54a1296569702dc841064f01,Edge Advisors,Management Consulting,Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3457,54a5bb787468692abf31d4a3,5b12e018a6da98dcfefe44e8,ITB Partners: Management Consultants,Management Consulting,Partner,Yes,Maybe,Yes,explicit icp terminology
3465,6302520de9e22f0001f0189b,556d594d7369641217fae400,"Sadler, Gibb & Associates, LLC",Accounting,Partner,Maybe,No,No,non-target industry
3466,5ffafdddaea59b0001f44a87,5e3c5633f1c3950148eaebd2,Fertility Bridge,Media Production,"Founder, Owner",Yes,No,Yes,explicit icp terminology
3469,5fb793da3979b9000127aaf6,54a134f169702d3e834c6400,"Capaldi Reynolds & Pelosi, P.A.",Accounting,Partner,Maybe,No,No,non-target industry
3474,61306b54070f770001564fcc,54a1f0977468693fdab31500,Clough,Accounting,Partner & International Tax Consultant,Maybe,No,No,non-target industry
3478,66a9cb8892c9100001836fed,5a9ecafaa6da98d9852e766e,"PharmaBioSource, Inc.",Management Consulting,Chief Executive Officer,Yes,Maybe,Yes,explicit icp terminology
3479,60af783cde997900018478a1,54a1358c69702d46f0eda200,Floyd Advisory LLC,Management Consulting,Partner,Yes,Maybe,Yes,explicit icp terminology
3480,67c28c135862b40001b5bbf8,54a11e5369702d9a8b036f01,Succession Resource Group,Financial Services,President & CEO,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3481,651402c691c9df0001e64593,5da2de832c81690001c8f9b3,Triavo Health,Hospital & Health Care,Partner,Yes,No,Yes,explicit icp terminology
3487,6889d9d08890c1000185d9be,61adfdbec3bd4500da1a0936,Hall Jacobs,Capital Markets,Business Owner,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3488,66fbe81fc0fd130001750b89,65cab90e3933d801c7a5551e,Lion Creek Real Estate Capital,Real Estate,Vice President,Yes,No,Yes,explicit icp terminology
3494,6869ea55f20da800012d69a7,5c1ecee780f93ed1a9ac28d8,AFPS LLP,Accounting,Managing Partner,Maybe,No,No,non-target industry
3496,66f81ad0ae47ef0001792bfc,57c506c5a6da986a4f4c8536,Ashbaugh Beal,Law Practice,Partner/attorney,No,Maybe,No,non-target industry
3497,683e819786d2370001912798,5500b4f17369647a50ca0a00,"BCR Business Consulting Resources, Inc.",Management Consulting,"Partner, Senior Consultant",Maybe,No,No,insufficient direct icp evidence for strict yes/no
3498,54ebaa97746869444c94ae09,54a1281b69702d931351ec00,Farient Advisors LLC,Management Consulting,Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3504,66f18a618d957000018d12a4,54a1286469702db878e0e700,Syndicated Equities,Real Estate,President & CEO,Yes,Maybe,Yes,explicit icp terminology
3505,66fe093ddd658400014784ec,55f805c1f3e5bb58bf001cc3,Cohn Handler Sturm,Accounting,Owner,Maybe,No,No,non-target industry
3506,54aa5abe74686908c8339101,62170c39b48da30001a2d636,"Blake, White & Farnell, P.C.",Accounting,Partner,Maybe,No,No,non-target industry
3507,57d86c10a6da98784fc59719,613598d21c3da700011c6c73,Plenus LLC (PKF International's Official Member Firm),Accounting,Partner,Yes,No,No,professional services without clear sourcing mandate
3508,54a62a4c7468692cf0aaefc6,6358bf5870fdb90001725ee5,"Darmody, Merlino & Co., LLP",Accounting,Partner,Maybe,No,No,non-target industry
3520,66f982645f6a9100015d2020,54a126f969702d9548de5200,"Wedel Rahill & Associates, CPAs PLC",Accounting,Partner / C.p.a.,Maybe,No,No,non-target industry
3522,67c5863421dd5c0001528e36,6359876d98e2ec00cc5504f0,DOPE CFO Certified Advisors,Financial Services,Franchise Owner,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3524,66f3f3d33a48f300010c3a6c,6530333ab3901700a2e1f2a7,Socratics.ai,Information Technology & Services,Founder & CEO,Yes,No,Yes,explicit icp terminology
3532,614021071608160001fefc24,618e3fcfb600930001541df4,"Seacrest Partners, Inc.",Insurance,Owner,Yes,No,Yes,explicit icp terminology
3535,621647634ad8cb000146c95b,5fcb6ab30543950001356123,Madison Hunt,Staffing & Recruiting,Vice President,Yes,No,Yes,explicit icp terminology
3540,66f4f570939711000178f290,5df2032fb3844300f048888f,AEGIS Law,Law Practice,"Managing Partner, Tampa",No,Maybe,No,professional services without clear sourcing mandate
3541,54a809f9746869705af0bc5d,5a9e0401a6da98d9664288f9,bhm cpa group,Accounting,Partner,Maybe,No,No,non-target industry
3542,60ba284468bab30001e0c3ed,55f8ac79f3e5bb1606000175,Secure Net Lease,Real Estate,Executive Vice President,Yes,No,Yes,explicit icp terminology
3544,635bb857c88d570001c8daa3,55e8195ff3e5bb57740004a3,PKF Clear Thinking LLC,Management Consulting,Partner,Yes,No,Yes,explicit icp terminology
3545,54ab6d2a7468690d2a07f806,54a1b7c3746869401240c60a,STRATMOR Group,Management Consulting,Senior Partner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3547,66f75a81b8ee980001ac35b6,56dae422f3e5bb3121000b01,Baretz+Brunelle,Management Consulting,"Partner And Head, Talent Intelligence & Acquisitions",Yes,Maybe,Yes,explicit icp terminology
3551,5f5ef8f6aa7c790001e97290,54a1358f69702d4b2eaca200,"Fricke & Associates, LLC",Accounting,Owner,Maybe,No,No,non-target industry
3552,563ab691a6da98096000b954,63344392cfe67e00e0f84bac,Pyxis Advisory Group,Management Consulting,Owner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3554,61414d4f71b54e0001999b8b,54a19a3874686958601cf600,Back Bay Life Science Advisors,Management Consulting,Senior Partner,Yes,Maybe,Yes,explicit icp terminology
3557,6514f3b97bf2b20001aa7cda,54a1343c69702d3cbb241800,"Lauletta Birnbaum, LLC",Law Practice,Founder & Chair Of Real Estate Practice Group,No,Maybe,No,non-target industry
3558,66faf0457b42e10001382f58,65941e08b5afb701c6ab8f44,"Maximus Partners, LLC",Management Consulting,Principal And Head Of Recruiting,Yes,Maybe,Yes,explicit icp terminology
3560,610811b997e3e50001c53835,5fc82cee5dce83000149ff93,Dougall Conradie LLC,Accounting,Partner,Maybe,No,No,non-target industry
3561,64f01672c66a6200017c43da,54a12a4d69702d90a2982f02,Harper Meyer,Law Practice,Partner,Yes,Maybe,No,professional services without clear sourcing mandate
3562,62160b0a61164c00015d8879,62b0784f98116800b3ec9024,CGP Group,Accounting,Human Resources Business Partner,Maybe,No,No,non-target industry
3568,5c679a48f3e5bb507668fccb,6048cf910549ec0120f2c97c,RingStone,Information Technology & Services,Vice President Of Client Relations - North America ,Yes,No,Yes,explicit icp terminology
3569,66f59e352958740001c744a1,556d9015736964120f494801,Smart Financials,Accounting,President And Founder,Maybe,No,No,non-target industry
3571,562f2df2a6da98281a000579,54a23d0374686930c2ffb418,"TSS Advisors, LLC",Accounting,Partner,Maybe,No,No,professional services without clear sourcing mandate
3573,54a4c92d7468692fa2b19163,54a1ab7374686945fae25b06,Pasquesi Sheppard LLC,Accounting,Partner,Yes,No,No,professional services without clear sourcing mandate
3575,66fe13467673080001e9bc5d,54a129c969702d8b19284702,Ropella 360,Staffing & Recruiting,Chief Executive Officer,Yes,No,Yes,explicit icp terminology
3577,66f7ad9c5812e80001a19746,54a1351469702d48e2085d00,Rankin McKenzie,Financial Services,Partner,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3578,5cc32689a3ae614ca8fab426,6132e2b7548e0100da2cd1e8,Guernsey Holdings,Food & Beverages,Vice President Operations,Yes,No,No,insufficient direct icp evidence for strict yes/no
3581,617869c4520d5800019fa938,5e55a3ebe04e96000185779a,Elliott & Painter CPAs,Accounting,Partner,Maybe,No,No,non-target industry
3585,66f5fb844150270001866207,5d0a8d7980f93e8e4c0c07dc,"Jetlaw, LLC",Law Practice,Partner,No,Maybe,No,professional services without clear sourcing mandate
3589,60520bb762fbb80001aa58ba,54a1ee3f74686942d386c816,Connolly Steele + Company,Accounting,Owner,Maybe,No,No,non-target industry
3591,66f7db91ae47ef00016581a1,54a138f669702dac842e0d00,"Stark & Knoll Co., L.P.A.",Legal Services,Partner,No,Maybe,No,non-target industry
3597,6801719c0223d500010c1574,556993ed7369642579226000,"The Pun Group, LLP",Accounting,Partner,Maybe,No,Yes,explicit icp terminology
3598,640b0e2d3da4800001f17c79,54a1351469702d48e2085d00,Rankin McKenzie,Financial Services,Partner,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3599,54a4e9cd74686936767b206d,5a9dbc3da6da98d94d8e7a6a,Brix + Partners LLC,Accounting,Partner,Yes,No,No,professional services without clear sourcing mandate
3604,54a11b2d69702d86b6951900,63d599f925d8330001841a0d,Prajapati & Company CPAs LLP,Accounting,Partner,Maybe,No,No,non-target industry
3606,62bb9d19746d04000101a3e5,5b1422dba6da98dcdbcb5045,Apex Heritage Group,Oil & Energy,Founder & President,Yes,No,Yes,explicit icp terminology
3612,66f9a8fc6ddae70001771e34,5e276e62f2b0aa0098e50ecf,SightGrowthPartners,Hospital & Health Care,"Manager, Ps Business Partner",Maybe,No,No,insufficient direct icp evidence for strict yes/no
3614,66f928b6b0136a0001a3f91b,55ec9250f3e5bb04ee00008d,Auramet International,Mining & Metals,CEO,Yes,No,Yes,explicit icp terminology
3616,54ec0ea97468694311aee246,54a128b469702dc128500801,Blue Vault,Financial Services,Managing Partner,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3617,54a30feb7468692e715b8c51,6073094dc274e000e462dde0,Factor 7 Medical,Management Consulting,"Managing Partner, Product Development",Maybe,No,No,insufficient direct icp evidence for strict yes/no
3620,607033cb7f16630001352a2c,54a1235069702d94a4188b03,FH Solutions Group,Management Consulting,President,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3621,5b22b735a6da9878ec651b5f,60c97cbd89453800a4526877,Source One Business Services,Accounting,Partner,Maybe,No,No,non-target industry
3624,610779c9084066000113075a,5b8563a8324d4443324703cb,Palisade Compliance - Independent Oracle Experts,Management Consulting,Vice President And Chief Client Officer,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3630,61b1ad80494fe30001b44ebe,54a1358c69702d46f0eda200,Floyd Advisory LLC,Management Consulting,Partner,Yes,Maybe,Yes,explicit icp terminology
3631,6856244230300e0001de5924,5d0967e380f93ed93c9f550f,MillerSearles LLC,Accounting,Partner/cpa,Maybe,No,No,non-target industry
3633,66ff4c8a60729700015d344f,5fc8de17de97ab000150d2f2,SLB Capital Advisors,Real Estate,Partner,Yes,No,Yes,explicit icp terminology
3638,66ff4db260729700015d9c81,5d9b734c994fd200d4e9a17f,Entourage Effect Capital,Financial Services,Co-founder I Co-managing Partner,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3639,66fa84524baae60001c9120c,629d89c513b71a00f53581c7,ENDUIR Cyber,Information Technology & Services,Partner,Yes,No,Yes,explicit icp terminology
3640,66fb68a3b5ed39000191210e,5e55c84846c72000019dc9f7,Ignition Consultants (CFOs),Financial Services,CEO,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3644,66f6ed5457022d000127bee2,54a23d0374686930c2ffb418,"TSS Advisors, LLC",Accounting,Owner,Maybe,No,No,professional services without clear sourcing mandate
3647,66f67370c09a28000153c422,5d3415d2f65125c8778e475e,"Hoyt, Filippetti & Malaghan, LLC",Accounting,Partner,Maybe,No,No,non-target industry
3650,6117000ee8edce0001e55710,5d63beeb793ebe0b34d3b9ef,"Verigility, Management and Technology Advisory",Management Consulting,"Senior Partner, Digital Transformation & IT Practice",Maybe,No,No,insufficient direct icp evidence for strict yes/no
3655,675d16c7e8f18e0001739c4a,5b839f7c324d4454f9fd9951,"Bespoke Real Estate Advisors, Inc.",Real Estate,"Bespoke Founding Team Partner And Senior Managing Director, Brokerage",Maybe,No,No,non-target industry
3659,66f59a408ccadc0001f798f7,5f40083b07004f00012f5a15,FuseCFO & Accounting,Accounting,Partner / CFO,Maybe,No,No,professional services without clear sourcing mandate
3660,66f0e06e25f7eb0001c00a86,5a9df579a6da98d96d82c33c,"TPI Group, Inc.",Accounting,CEO,Maybe,No,No,non-target industry
3663,601954632595e50001c222c2,54a1358c69702d46f0eda200,Floyd Advisory LLC,Management Consulting,Partner,Yes,Maybe,Yes,explicit icp terminology
3664,66fb5268b5ed3900018a95c7,5da6ecd4cd17be0001557837,Thinking Dimensions Global Consulting,Management Consulting,"Professional Problem Solver: IT Continual Service Improvement, Partner Thinking Dimensions Global",Maybe,No,No,insufficient direct icp evidence for strict yes/no
3665,5c5fbe8df651252e7afcfd5f,54a11e1b69702d8ccc274901,"The Cleveland Group, Certified Public Accountants & Business Advisors, LLC",Accounting,Partner,Maybe,No,No,non-target industry
3678,66f583b9d3b2a70001b4a669,54a13c5669702db45d3ec101,BrandingBusiness,Marketing & Advertising,"Founding Partner, CEO",Yes,No,Yes,explicit icp terminology
3685,54a48c897468692abf95fd4f,56ddeadef3e5bb2f48000947,FTE Factory Advisors,Management Consulting,Partner And COO,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3686,60aad160e684a50001599065,54a1a73474686945fa12ff04,The FerVID Group,Management Consulting,CEO - Interview Leaders To Find The Best Fit.,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3688,6016e4faff245f00017fd992,5da42f9bce6ed30001d8bc98,Empire Builders LLC,Management Consulting,Digital Media Founder,Yes,No,Yes,explicit icp terminology
3691,66fddf37a00d8e0001fd0e95,5e5783f30d0848000139027f,Dailey LLP,Law Practice,Partner,No,Maybe,No,non-target industry
3692,66f4ae5d25ce0600019f19a4,5b83e41ef874f71c25cdd650,RPCK | Rastegar Panchal,Legal Services,"Partner, Investment Funds & Blended Finance",Yes,No,No,professional services without clear sourcing mandate
3696,5ff7d5ec1cbbd900016ec21d,631adfbfaaf29500a3f21e5f,Auriga Partners,Investment Management,Managing Partner,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3705,66f754e8b8ee980001aa76b2,54a129d269702dab37fbe501,LatinFinance,Information Services,CEO ,Yes,No,Yes,explicit icp terminology
3712,66f804f1ae47ef0001723fea,54a1271269702dc128d20400,"Prospera Law, LLP",Legal Services,Partner,No,Maybe,No,professional services without clear sourcing mandate
3714,54aaa9c87468690630178911,5da38406ba58a30001182027,Paladin,Financial Services,Partner,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3715,607f5b704a812e0001de7421,5da408310f33d60001965d42,Ellis Law Group,Law Practice,Managing Partner,No,Maybe,No,non-target industry
3718,66fd6ecc100e9d0001d1bf80,5f4a6fffa8d4cd000174e2c6,Bailey Scarano Certified Public Accountants,Accounting,Partner,Maybe,No,No,non-target industry
3725,57d90b5ca6da98727a837ec4,669fd63bd6aa4f01b59fd79a,"Handler Law, LLP",Legal Services,Partner,Yes,No,No,professional services without clear sourcing mandate
3733,60f2e534d62af6000105b5cb,54a133fb69702d36c9b80300,Hedman Partners LLP,Accounting,Partner,Yes,Maybe,Yes,explicit icp terminology
3734,615b163865773b00018df4e8,56ddeadef3e5bb2f48000947,FTE Factory Advisors,Management Consulting,Company Owner,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3736,54a79a727468696b7f87e943,54a11c9f69702d77c2f2c900,Cornick Garber & Sandler LLP,Accounting,Partner,Maybe,No,Yes,explicit icp terminology
3738,66f346918a373c0001bdbbc9,5a9efdf2a6da98d9a8db1820,Somich & Associates CPAs,Accounting,President/ CEO,Maybe,No,No,non-target industry
3741,54aa60417468690b75399a02,54a11e1269702d84c5db3d01,"Axley & Rode, LLP",Accounting,Owner/partner,Maybe,No,No,non-target industry
3745,66f7e96dae47ef00016978b5,54a11cf769702d84c58bd700,"Perlman, Bajandas, Yevoli & Albright, P.L.",Law Practice,Partner,Yes,No,No,professional services without clear sourcing mandate
3747,589e52f0f65125cb54e47efe,54a1ce0c7468694f8f6d7312,Fenimore Kay Harrison LLP,Legal Services,Partner,Yes,Maybe,Yes,explicit icp terminology
3749,66fbad537790ed0001b7e5ef,5569486173696421693f2800,"Ford & Associates, Inc.",Environmental Services,President,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3756,66fa6f86cb6e6d00014a223e,54a2455f7468693a7e43b01b,"Livingston & Haynes, PC",Accounting,Co - Managing Partner,Maybe,No,No,non-target industry
3759,66f2de9a3e154e00017294e2,54a13bb169702d2d7f8db401,"TSI - Transforming Solutions, Inc.",Management Consulting,President (and Founder),Maybe,No,No,insufficient direct icp evidence for strict yes/no
3761,66fa69fbcb6e6d000148f1f9,5d3415d2f65125c8778e475e,"Hoyt, Filippetti & Malaghan, LLC",Accounting,Partner,Maybe,No,No,non-target industry
3762,5571483a7369645300233f00,54a1355769702d3a9c0fa700,Winston Partners,Investment Management,Partner And Director Of Research,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3765,67003581d5a79e00013b4c72,54a2213874686930c2e52e0f,Libertas Group,Staffing & Recruiting,Managing Partner,Yes,No,Yes,explicit icp terminology
3767,66f6b42c7aecca00012dea62,5ed56003e4829d0001721bad,Pivot Business Group,Financial Services,Founder / CEO,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3772,66f5b32cb909410001910529,54a12a4d69702d90a2982f02,Harper Meyer,Law Practice,Attorney & Partner,Yes,Maybe,No,professional services without clear sourcing mandate
3775,66fd99bb6bbe610001b3d4e7,54a135b169702d48e2e2ba00,Global Governance Advisors,Management Consulting,Founder And Executive Chairman,Maybe,No,No,insufficient direct icp evidence for strict yes/no
3779,5f6885078e92e0008cb1fe3b,5e57fbe8d2bd68000121f788,"TULL, FORSBERG & OLSON PLC",Accounting,Partner,Maybe,No,No,non-target industry
3780,54a3b9167468693442409f0d,62eb4154f095fa0001b09bd7,Epic Partners,Nonprofit Organization Management,Partner,Yes,No,Yes,explicit icp terminology
3783,54a9f347746869334a82681c,54a198357468695860962e00,"Ardmore Banking Advisors, Inc.",Financial Services,President And CEO,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
3784,66ecc1b79407370001d492f6,54a11e1269702d84c5db3d01,"Axley & Rode, LLP",Accounting,Partner Cpa,Maybe,No,No,non-target industry
3787,5ef785269eeb45000180869e,54a1d1c87468695c823e6513,"Schlaupitz Madhavan, P.C.",Accounting,Partner,Maybe,No,No,non-target industry
3789,66f8907c1cc13a0001ec2498,54a13c7369702d0486bbeb01,Adams Capital,Financial Services,President,Maybe,Yes,No,insufficient direct icp evidence for strict yes/no
