Company Name,Rows,Industry_set,Website_set,Invest_counts,pair_counts,ICP_other_set,ICP_mine_set,ICP_Reason_top,Titles,Headline_sample,Keywords_sample,Desc_sample,LinkedIn_examples
Engaged Capital LLC,2,Investment Management,http://www.engagedcapital.com,{'Yes': 2},{'Maybe->No': 2},Maybe,No,{'Investment management - institutional allocator': 2},"Partner, Head Of Trading And Risk Management | Partner","Partner, Head Of Trading And Risk Management | Partner","activist investing, hedge funds, investment management, shareholder engagement, portfolio management, medium cap investments, equity funds, corporate governance, investment strategy, financial advisory, esg integration, management accountability, board representation, industry analysis, market research, investment performance, strategic alternatives, capital allocation, stakeholder alignment, risk management, long-term investments, operational efficiency, financial oversight, value creation, shareholder activism, business development, financial reporting, quantitative analysis, investment insights, business strategy, regulatory compliance, financial auditing, corporate citizenship, equity market, financial technology, retail investments, healthcare investments, consumer sector, industrial sector, technology investment, public companies, transaction advisory, equity research, fund management, mutual fund operations, client relations, investment analysis, business partnerships, capital markets, financial governance, wealth management, stockholder rights, financial services, financial consulting, consulting, management consulting, b2b, finance technology, information technology & services","Engaged Capital, LLC, (""Engaged Capital"") was established in 2012 by a group of professionals with significant experience in activist investing in North America and was seeded by Grosvenor Capital Management, L.P., one of the oldest and largest global alternative investment managers. Engaged Capital is a limited liability company owned by its principals and formed to create long-term shareholder value by bringing an owner's perspective to the managements and boards of under-valued public companies.  Engaged Capital's efforts and resources are dedicated to a single investment style, ""Constructive Activism"" with a focus on delivering superior, long-term, risk-adjusted returns for investors. En",http://www.linkedin.com/in/gregpaulsen | http://www.linkedin.com/in/proy2
Grantchester Group,3,Investment Management,http://www.grantchestergroup.com,{'Yes': 3},{'Yes->No': 3},Yes,No,{'Private Equity': 3},"Partner At Grantchester Group | Operating Partner, Institutional Capital | Managing Partner & CEO",Partner At Grantchester Group | Head Of Growth And Institutional Capital | Managing Partner & CEO At Grantchester Group,"electric vehicles, ev, sustainable energy, green energy, private equity, ultracapacitor, impact investing, esg, endowments, medical devices, healthcare, investment, healthcare services, energy infrastructure, growth capital, electrification, sustainable investing, portfolio companies, operational expertise, ceo leadership, m&a, business scaling, investor relations, social impact, ebitda positive, transformation, market opportunities, capital structure, team performance, strategic growth plans, market value, innovative technologies, collaborative partnerships, environmental impact, transportation electrification, investment strategies, sustainability, business models, company founders, talent acquisition, financial returns, healthcare investment, energy sector, electric vehicle, electric mobility, strategic partnerships, capital deployment, high potential businesses, innovation, long-term growth, consolidated companies, investment exits, market consolidation, micro-cap companies, business operations, strategic talent, leadership development, business entrepreneurs, profitability, clean energy & technology, environmental services, renewables & environment, financial services, hospital & health care, health care, health, wellness & fitness, mergers & acquisitions","We invest in businesses that create a better future for the world while partnering with visionary entrepreneurs to provide unique opportunities. We deliver sustainable, best-in-class returns for our investors. Learn more at grantchestergroup.com.",http://www.linkedin.com/in/steven-siddal-a79bb8a9 | http://www.linkedin.com/in/brandon-akiyama-307a628
Greybull Stewardship,2,Investment Management,http://www.greybullstewardship.com,{'Yes': 2},{'Yes->No': 2},Yes,No,{'Private Equity': 2},"Operating Partner, Recruiting And Human Resources, Greybull Stewardship | Operating Partner - Accounting & Reporting","Operating Partner, Recruiting And Human Resources, Greybull Stewardship | Strategic Finance Leader","premiddle market investments, flexible capital, business growth strategy, operational resources, value creation, private equity, investment, small business, business growth, capital investment, small business funding, financial advisory, business services, textile recycling, sustainability, operational support, long-term partnership, entrepreneur support, equity investment, market analysis, business scaling, pre-middle market, mergers & acquisitions, output maximization, strategic direction, management teams, revenue generation, investment structure, co-investment, business innovation, risk management, market opportunities, growth capital, flexible funding, business acquisition, capital deployment, business strategy, venture capital, franchising, industrial services, profit optimization, resource allocation, flexible investment, networking, capital markets, portfolio management, financial performance, business partnerships, team expertise, education services, project management, industry trends, economic impact, management capacity, financial services, financial consulting, consulting, management consulting, b2b, environmental services, renewables & environment, franchises, productivity","At Greybull Stewardship, we recognize that small businesses are the backbone of the U.S. economy. When they thrive, communities prosper, jobs grow, and industries evolve. That's why we invest in the high-potential, pre-middle market companies, ready to grow. We provide the capital and operational resources to scale sustainably. 

If you're a business owner looking for a partner who understands your vision—or a broker seeking the right fit for a seller—we should talk. Greybull Stewardship is built for long-term success, just like the companies we invest in.

Investment Focus
🔹 U.S. based
🔹 Revenue $5M-$50M
🔹 EBITDA under $5M
🔹Strong growth opportunity

Message us or visit our site to learn mo",http://www.linkedin.com/in/jennifer-n-hiatt | http://www.linkedin.com/in/abby-clawson-36959a30
"High Probability Advisors, LLC",2,Investment Management,http://www.highprobabilityadvisors.com,{'Yes': 2},{'Maybe->No': 2},Maybe,No,{'Investment management - institutional allocator': 2},Vice President Of Client Services & Senior Financial Advisor | CEO,"Vice President Of Client Services & Senior Financial Advisor | CEO At High Probability Advisors, Llc","financial planning, portfolio management, risk management, high net worth, retirement plans, fiduciary responsibility, factor-based investing, tax-efficient strategies, goal-based allocation, institutional advisory, behavioral finance, asset allocation, performance reporting, financial advisory, private wealth management, not-for-profit advisory, corporate finance, cash management, investment strategies, life cycle funds, trustee education, donor education, esg investing, financial portals, wealth building, strategic planning, objective setting, communication strategies, cost-efficient investing, long-term planning, academic validation, holistic financial approach, financial health assessment, succession planning, business valuations, exit planning, cybersecurity, financial insights, behavioral investment strategies, market volatility, retirement benefits, plan fiduciary services, investment vehicle analysis, portfolio construction, low-cost investment options, high-touch service model, dynamic support solutions, comprehensive financial data, financial consulting, financial services, consulting, management consulting","High Probability Advisors provides investment solutions to a wide variety of clients who need effective, efficient stewardship of their long-term assets. Our typical clients are high net worth individuals, multi-generational families, not-for-profit endowments/foundations, businesses and retirement plans. 

We employ proven strategies embracing the tenets of academic research in finance and behavior.  Risk management is integrated throughout our efforts. We offer a depth of perspective that is rooted in decades of successful experience in the investment effort. We've worked with thousands of clients and managed billions in assets. Our deep experience and understanding of Behavioral Finance r",http://www.linkedin.com/in/matthew-newman-cfp%c2%ae-bb7a9160 | http://www.linkedin.com/in/steve-carl-63920763
Hollencrest Capital Management,2,Investment Management,http://www.hollencrest.com,{'Yes': 2},{'Yes->No': 2},Yes,No,{'Family Office': 2},Managing Director - President & Chief Investment Officer | Owner,"Managing Director - President & Chief Investment Officer | Owner, Hollencrest Capital Management","wealth management, consulting services, exit strategies for business owners, services for the ultra affluent, private investments, real estate, private equity, venture capital, family office, business advisory, customized wealth strategies, financial planning, tax planning, estate planning, financial advisory, risk management, portfolio management, multi-generational wealth, exclusive investment opportunities, investment strategies, high net worth clients, tax efficiency, charitable giving strategies, deal structuring, m&a advisory, alternative investments, active management, client relationship management, financial assets, asset allocation, income requirements, investment goals, comprehensive services, family governance, lifestyle management, concierge services, business succession planning, diversified portfolio, economic growth, technological disruption, investment portfolio, investment committee, institutional relationships, market dynamics, senior investment committee, client onboarding, investment opportunities, trust services, financial ecosystem, risk exposure, investment experience, investment management, financial services, management consulting, b2b, law practice, legal services, financial consulting, consulting","Founded in 1999, Hollencrest has grown into one of the largest boutique wealth management firms in Southern California, with nearly $3 billion in client assets. We primarily serve corporate executives, entrepreneurs, and multi-generational families/family offices. We utilize a multi-strategy approach to build customized portfolios and specialize in alternative investments including real estate (multi-family, industrial, storage, opportunity zone) and private equity.",http://www.linkedin.com/in/cameron-akers-60861b90 | http://www.linkedin.com/in/greg-pellizzon-bb982810
Investment Office Resources (IOR),1,Investment Management,http://www.iorllc.com,{'Yes': 1},{'Maybe->No': 1},Maybe,No,{'Investment management - institutional allocator': 1},Partner - Quantitative Analytics & Risk Management,Partner - Quantitative Analytics & Risk Management,"investment office, resourcing solutions, specialty resources, investment advisory, financial consulting, risk management, portfolio management, alternative investments, investment strategy, discretionary services, investment performance, capital allocation, expertise optimization, investment committees, financial analysis, esg investing, private equity, market insights, data-driven analytics, performance improvement, asset management, investment excellence, collaborative solutions, financial innovation, flex staffing, on-demand resources, financial advisory services, wealth management, fund management, cost optimization, investment research, investment operations, resource management, educational publications, investor relations, portfolio diversification, investment efficiency, investment firm, financial advisors, investment trends, strategic partnerships, liquid alternatives, retirement planning, financial risk assessment, capital markets, investment objectives, wealth preservation, investment planning, financial modeling, financial services, management consulting, investment management","IOR is a platform designed to help Chief Investment Officers and investment offices access investment talent, subject matter expertise, and industry know-how in a flexible, budget-friendly structure. IOR partners with in-house investment teams to expertly discharge the responsibilities of a sophisticated asset owner. We function as part of your staff and can be hired on a full or part-time basis. IOR was founded by former CIO Tony Waskiewicz to provide peers with a new resourcing option to increase capabilities of the in-house investment function.

Email: info@iorllc.com",http://www.linkedin.com/in/jfkelly06
Joyal Capital Management,1,Investment Management,http://www.joycapmgt.com,{'Yes': 1},{'Yes->No': 1},Yes,No,{'Family Office': 1},CEO,CEO -founder At Joyal Capital Management,"estate & tax planning, wealth management, franchise development, real estate finance & investments, mergers, acquistions, private lending, private equity, family office, traditional estate planning, private family office, family office experience, business planning, estate tax analysis, trust administration, proprietary planning, financial consulting, client relationship management, real-time estate planning, mergers & acquisitions, cash management, debt funding, portfolio management, client access platform, wealth preservation, risk management, business valuations, personal financial statements, investment opportunities, life insurance processing, sophisticated asset protection, multi-generational planning, legal services, advance planning strategies, planning integration, personalized financial plan, comprehensive estate reviews, customized financial solutions, client documentation management, property management services, loan workouts, business consulting, crummy notices, holder of power of attorney, executor services, executor & trustee appointments, probate administration, limited liability companies setup, gift & estate strategies, charitable foundations, direct family engagement, ongoing client support, financial literacy education, innovative wealth solutions, investment management, financial services, b2b, management consulting","Joyal Capital Management, LLC is a fully integrated financial services firm based in Plymouth, MA.  Founded in 1982, and with an unrelenting commitment to client and customer satisfaction, Joyal Capital Management, LLC is focused on providing ""Total Plan Integration,""​ which involves highly customized solutions that align the Estate, Business and Financial plans of its clients.  Joyal Capital Management, LLC offers a wide array of products and services and has been helping its clients and investors optimize the creation and preservation of wealth for over 30 years.",http://www.linkedin.com/in/gary-f-joyal-0221b61a7
Kings Investments,1,Investment Management,http://www.kings-investments.com,{'Yes': 1},{'Maybe->No': 1},Maybe,No,{'Investment management - potential investor': 1},CEO + Founder,CEO + Founder,"consultancy services, government projects, renewable energy, water resources, wastewater management, real estate, telecommunications, biometrics, secure credentialing, it solutions, cyber security, investment advisory, market entry strategy, mergers & acquisitions, management consulting, corporate advisory, construction materials, highway development, partnerships, consortium formation, international partners, ethics, transparency, sri lankan market, quality services, solutions providers, energy sector, infrastructure projects, sustainable development, project bidding, public private partnerships, business strategy, risk management, financial advisory, innovation, technological solutions, customer engagement, service quality, strategic planning, government contracts, environmental impact, market analysis, business development, client relations, project management, compliance, audit services, financial consulting, operational efficiency, procurement services, consulting, clean energy & technology, environmental services, renewables & environment, computer & network security, information technology & services, sustainability, financial services, b2b, productivity","Privately held investment vehicle

Kings Investments (Pvt) Ltd, formed in 1994, is a special purpose company with significant experience in forming unparalleled consortiums with its world class partners. The strategy has been to enter the Sri Lankan market supported by partnerships with renowned solutions providers, Kings Investments strives to provide unsurpassed quality in service and products to its customers.",http://www.linkedin.com/in/cynthia-gonzalez-3335a0b2
Leonard Holding Company,2,Investment Management,http://www.leonardhc.com,{'Yes': 2},{'Yes->No': 2},Yes,No,{'Family Office': 2},CEO-leonard Holding Company Family Office | Executive Administrator To CEO/CFO & Event Planner,CEO Of Leonard Holding Company Family Office CFO Of Surlean Foods | Executive Administrator To CEO/CFO & Event Planner At Leonard Holding Company,"family-owned, third-generation, food manufacturing, surlean foods, charitable giving, community support, real estate investments, meatpacking, sustainability, financial analysis, cold storage, food production, leadership development, administrative services, human resources, accounting services, information technology, business investments, financial strength, scholarships, community engagement, food industry, legacy values, custom food manufacturing, plant management, financial planning, financial consulting, wealth management, business efficiency, corporate governance, cold storage facilities, community relations, family giving council, non-profit support, youth programs, operational excellence, food safety, production efficiency, environmental responsibility, capital investment, long-term sustainability, employee involvement, corporate social responsibility, business diversification, entrepreneurial ventures, corporate finance, executive management, environmental services, renewables & environment, financial services, management consulting, investment management",Leonard Holding Company is the third generation; family owned business which is the parent company to our family of businesses.,http://www.linkedin.com/in/russell-faldik-b5a1947 | http://www.linkedin.com/in/erica-molina-7a44a46
"Lord Capital, LLC",1,Investment Management,http://www.lordcap.com,{'Yes': 1},{'Maybe->No': 1},Maybe,No,{'Investment management - institutional allocator': 1},Chief Executive Officer,Chief Executive Officer,"esg, structured finance, balance sheet management, structured investments, green investing, transaction advisory, alternative financing solutions, asset derecognition, spv management, us gaap consolidation, capital markets advisory, financial ratio management, covenant compliance, portfolio advisory, risk-adjusted returns, public-private partnerships, commercial property financing, c-pace assets, green energy funding, renewable applications, investment opportunities, credit profile management, financial institutions, accreditation support, data analysis, capital structure investment, equity placement, financial audit collaboration, transaction monitoring, asset management, environmental impact investing, structured credit, investor relations, thematic fund management, sustainable finance, analytics support, financial efficiency, market strategies, credit risk assessment, investment valuation, transaction structuring, fund distributions, innovative financing solutions, deconsolidation strategies, commercial real estate investment, structured asset management, alternative investment advisor, data analytics","Lord Capital was founded based on ESG principles and provides both capital and critical governance to structured trade and portfolio finance for global banks and corporations. Since 2003, Lord Capital has accepted consolidation responsibility for over $86 billion of securitized assets under control party governance.

Our affiliate LordCap Green was formed in 2018 to finance energy efficiency in commercial and industrial buildings in the United States.  Each transaction qualifies as an ESG Impact Investment and includes independent climate bond verifications.

Together, the LordCap companies combine deep technical knowledge with a broad expanse of banking and capital markets expertise. The Lo",http://www.linkedin.com/in/stephen-ceurvorst-59900167
McKenna & Associates,2,Investment Management,http://www.mckassoc.com,{'Yes': 2},{'Maybe->No': 2},Maybe,No,{'Investment management - potential investor': 2},Chief Executive Officer | Aide To CEO,Chief Executive Officer | Aide To CEO,"strategic advisory, litigation consulting, special situations, financial consulting, client engagement, mergers & acquisitions, regulatory strategy, corporate strategy, risk mitigation, market analysis, executive leadership, investment portfolio, creative problem-solving, actionable recommendations, capital allocation, stakeholder management, industry analysis, financial performance, corporate governance, business growth, confidentiality, network leverage, financial advisory, investment opportunities, asset management, c-suite strategy, executive counsel, regulatory compliance, performance improvement, investment strategy, valuation analysis, capital markets, hands-on leadership, growth strategies, exit strategies, competitive advantages, action plans, collaborative problem solving, network access, institutional investing, data-driven insights, complex problem resolution, financial litigation, investment sourcing, guidance for executives, compliance matters, financial services, management consulting, consulting","McKenna and Associates is a private management consulting and investment firm established in 2004.

The firm's advisory practice focuses on identifying solutions to complicated and sensitive matters by developing unique and innovative strategies to provide clients with a diverse set of solutions.

The firm's capital practice engages in a broad range of investment activities and has the flexibility to invest in a variety of asset classes.

McKenna and Associates is headquartered in Arlington, Virginia.",http://www.linkedin.com/in/andrewmckenna03 | http://www.linkedin.com/in/grayson-jenkins-54864b258
Möbius,1,Investment Management,http://www.mobius.com.br,{'Yes': 1},{'Maybe->No': 1},Maybe,No,{'Investment management - institutional allocator': 1},Co-founder,The Möbius Project,"investimentos, gestao de recursos, credito, investimentos alternativos, mercado financeiro, ativos judiciais, legal claims, reestruturacao de divida, corporate financing, corporate debt, alternative investments, high returns, credit restructuring, judicial assets, financial consulting, venture debt, debt financing, growth financing, credit acquisition, litigation finance, asset acquisition, financial turnaround, risk alignment, investment strategy, credit management, structured credit, private equity, corporate finance, financial markets, distressed assets, risk mitigation, investment performance, financial engineering, asset recovery, financial advisory, business valuation, portfolio management, wealth management, credit risk, financial instruments, financial modeling, strategic investments, capital markets, financial services, financial analysis, performance metrics, equity investment, debt instruments, investment portfolio, due diligence, sustainable finance, real estate financing, market research, investor relations, institutional investors, financial regulations, private investment, fund management, investment management, management consulting, consulting","A Möbius é uma gestora com foco em investimentos alternativos de alto retorno com expertise em crédito estruturado e ativos judiciais.

Seus sócios possuem longo histórico de sucesso na originação e estruturação de operações complexas.

Acreditamos que gestores e investidores devem estar sempre do mesmo lado, em um relacionamento com objetivos alinhados.",http://www.linkedin.com/in/jules-winnefield-3696a55b
"Punch & Associates Investment Management, Inc.",4,Investment Management,http://www.punchinvest.com,{'Yes': 4},{'Yes->No': 4},Yes,No,{'Family Office': 4},"Managing Partner, Wealth Strategies Group | Managing Partner | Managing Partner And Portfolio Manager | Chief Executive Officer","Managing Partner, Wealth Strategies Group At Punch & Associates Investment Management, Inc. | Managing Partner | Managing Partner At Punch & Associates Investment Management, Inc.","small, micro cap equity, large cap equity, investing for income, wealth planning, behavioral finance, investment advisory, family office, holistic financial planning, income strategy, large cap strategy, small cap equity, investment performance, client service, exclusive client relationships, contrarian investing, risk aversion, value investing, assets under management, client relationship management, philanthropy, estate planning, financial simplification, trustee & estate services, financial advisory, portfolio management, financial organization, tax optimization, retirement planning, wealth strategies, investment philosophy, original research, client retention, tailored investment strategies, performance reporting, financial coordination, investment opportunities, multi-generational wealth, private client services, high net worth individuals, investment teams, financial literacy, financial advisory services, comprehensive wealth solutions, financial markets analysis, market research, alternative investments, passive income strategies, active portfolio management, diversified investment, financial risk management, client-centric approach, law practice, legal services, financial consulting, financial services, consulting, management consulting, investment management","Punch & Associates is a Minneapolis-based asset management and wealth planning boutique serving a select number of institutions and families of substantial wealth.  Founded in 2002, Punch is a nationally recognized, 100% employee-owned investment firm with a strong history of delivering superior investment performance and exceptional client service.",http://www.linkedin.com/in/jessica-johnson-9638075 | http://www.linkedin.com/in/paul-dwyer-cfa-9b075842
Rembert Pendleton Jackson,1,Investment Management,http://www.rpjadvisors.com,{'Yes': 1},{'Maybe->No': 1},Maybe,No,{'Investment management - institutional allocator': 1},CEO,CEO At Rembert Pendleton Jackson,"comprehensive financial advisory services, investment advisory services, nonprofit investment advisory services, financial planning, fiduciary duty, retirement planning, estate planning, tax planning, risk management, cash flow management, insurance planning, college savings, charitable giving, business consulting, 401(k) services, esg investing, asset allocation, client relationships, fee-only advisory, family wealth management, investment selection, portfolio management, client support, financial governance, trust services, personal finance, financial independence, business management, wealth transition, investment strategies, performance monitoring, financial education, cash flow tracking, quarterly reports, financial goals, long-term planning, mutual funds, registered investment advisor, financial advisory, independent advisory, qualified retirement plans, financial decisions, advisory services, client customization, investment policy statement, risk assessment, retirement accounts, financial analysis, investment due diligence, portfolio diversification, environmental sustainability, governance practices, law practice, legal services, b2b, management consulting, financial services, financial consulting, consulting","FINANCIAL AND INVESTMENT ADVISORS

Rembert Pendleton Jackson offers a wide range of investment advisory services to individual and institutional investors.  Based in Falls Church, Virginia, the firm has been serving individual clients from around the nation's capital and in over 45 states since 1974 and serving non-profit organizations since 1994.  Collectively, the principals have over 210 years experience in providing these services.

The Firm's mission is to provide every client with the highest level of individualized service our profession has to offer.  We custom-tailor our advice because each client has different needs.  We provide our clients with recommendations and assistance to me",http://www.linkedin.com/in/charlie-rembert-8090a74
Saratoga Research & Investment Management,1,Investment Management,http://www.saratogarim.com,{'Yes': 1},{'Maybe->No': 1},Maybe,No,{'Investment management - institutional allocator': 1},"Chairman, CEO & Chief Investment Officer","Chairman, CEO & Chief Investment Officer, Saratoga Research & Investment Management","investment advisory, equity portfolios, high net worth management, risk-adjusted returns, asymmetrical exposure, long-term investing, investment philosophy, sustainable competitive advantages, capital allocation, clients' asset management, institutional investors, wealth management, performance metrics, portfolio management, financial planning, retirement accounts, trust management, endowments, foundations, open office culture, effective teamwork, investment decision-making, model delivery platforms, performance evaluation, client relationships, investment process, financial securities, diversification strategy, portfolio performance, market analysis, financial advisory services, investment research, risk management, investment strategies, quality business investment, investment process innovation, investment team collaboration, data-driven investing, financial market trends, regulatory compliance, performance benchmarking, client service excellence, financial education, market volatility, asset distribution, documentation & reporting, financial disclosures, investment insights, client engagement, investment management, financial services, financial advising, investing",,http://www.linkedin.com/in/kevin-tanner-2355537
Seaview Investment Managers,2,Investment Management,http://www.seaviewim.com,{'Yes': 2},{'Maybe->No': 2},Maybe,No,{'Investment management - institutional allocator': 2},Founder And Chief Investment Officer | Vice President - Head Of Investor Business,Founder And Chief Investment Officer At Seaview Investment Managers | Vice President - Head Of Investor Business,"global investments, advisory & subadvisory services, portfolio management, risk analysis, identifying megatrends, registered investment advisor, financial advisory services, institutional clients, individual clients, asset management, financial education, investment strategies, model portfolios, investment philosophy, client suitability, financial institutions, turnkey asset management program, tamp, investment opportunity, wealth management, fiduciary standards, discretionary management, non-discretionary management, financial value creation, trading compliance, performance reporting, capital preservation, alternative investments, financial planning workshops, client onboarding, diversification strategies, client experience, user-friendly platform, market analysis, investment research, risk control measures, monthly reporting, quarterly reporting, custodian relationships, financial advisors, investment allocation, urban land investment, concentration analysis, megatrends investing, liquid investments, efficient processes, investment tools, financial literacy workshops, wealth optimization, institutional advisory services, financial goal alignment, technology integration, investment management, financial services","Seaview Investment Managers is an independent Registered Investment Advisor (RIA) that provides Investment Advisory Services to institutions and their advisors. We optimize the investment management process and create financial value for our clients. We strive to stay ahead of financial industry trends to achieve efficiencies through innovative technologies and service delivery to clients within a highly competitive and rapidly evolving landscape.

Our team consists of highly experienced investment professionals working closely with our clients to achieve their institutional or personal goals within a framework of solid investment due diligence, strong values, and enduring commitment.

Stron",http://www.linkedin.com/in/claudiampbatlle | http://www.linkedin.com/in/ignacio-sapetnitzky-32969812a
Seven Post Investment Office LP,3,Investment Management,http://www.sevenpost.com,{'Yes': 3},{'Yes->No': 3},Yes,No,{'Family Office': 3},"Cco, General Counsel, Senior Vice President | Vice President","Cco, General Counsel, Senior Vice President | Vice President At Seven Post Investment Office Lp | Faculty Lecturer","investment advisory, fiduciary advisor, private investment office, manager due diligence, client service, public asset classes, private asset classes, alternative asset strategies, global investment strategies, wealth management, risk-adjusted results, investment philosophy, sector expertise, aligned interests, regulatory compliance, asset management, financial advisory, sec registered advisor, client onboarding, financial products, due diligence process, investment strategies, financial privacy laws, service providers, third party data, administrative support, corporate finance, estate planning, trust planning, financial assessments, investment performance, manager review criteria, communication services, investor preferences, financial information collection, personal data protection, marketing services, private client services, client accounts management, expertise in investments, intelligent solutions, client relationship management, investment compliance, privacy practices, safeguarding personal information, client privacy rights, transparency in operations, compliance with regulations, ethical investment practices, investment management, financial services, financial consulting, consulting, management consulting, law practice, legal services, marketing & advertising","We provide customized, independent counsel to clients with significant assets. Our singular mission is to preserve and enhance client wealth. We engage in continuous dialogue and education to best understand client objectives and to improve decision-making.
 
Seven Post manages global multi-asset class portfolios for a select number of important relationships with a focus on risk management and long-term investment results. Our approach takes account of investment structure, taxes, socially responsible mandates, estate and trust planning, philanthropy, requirements for income and other client objectives.
 
Seven Post is a privately owned partnership and completely independent of other financ",http://www.linkedin.com/in/lesley-vittetoe-tepper-06045b32 | http://www.linkedin.com/in/jeffrey-lamb-4a3b4429
South Central Inc,1,Investment Management,http://www.southcentralinc.com,{'Yes': 1},{'Yes->No': 1},Yes,No,{'Family Office': 1},Chief Executive Officer,CEO At South Central Inc,"family business, entrepreneurship, business stewardship, legacy building, custom approach, elite board of directors, investment strategies, midwest investments, patient capital, business legacy, succession planning, family office, strategic relationships, investment sourcing, deal diligence, portfolio management, financial planning, expert advisory, community impact, business governance, leadership development, transformation services, long-lasting partnerships, entrepreneurial insights, personalized support, business growth, operational efficiency, sector expertise, risk management, financial services, business acquisitions, turnaround management, community involvement, business valuation, executive coaching, entrepreneurial expertise, honorable calling, business sustainability, social responsibility, financial advisory, corporate finance, investment execution, family legacy, business strategies, professional training & coaching, financial consulting, consulting, management consulting","South Central Inc is an Indiana family business dedicated to growing other business legacies. What started in 1946 as a family-owned communications company grew into a team of experts in long-lasting entrepreneurship. We've walked in your shoes, we're on your side, and we're ready to help your legacy live on. Let's build your custom approach to growth.",http://www.linkedin.com/in/jpengelbrecht
Stella Point Capital,1,Investment Management,http://www.stellapoint.com,{'Yes': 1},{'Yes->No': 1},Yes,No,{'Private Equity': 1},Partner,Partner,"private equity, human capital, business partnerships, financial growth, company culture, talent development, middle market investment, strategic growth, capital investment, operations support, advisory services, team empowerment, market leadership, business services, consumer insights, logistics solutions, employee retention, partner engagement, business productivity, long-term success, financial performance, growth opportunities, investment strategy, customer loyalty, employee equity, business development, cultural investment, competitive advantage, technology integration, data-driven strategy, remittance services, payments processing, healthcare staffing, digital experience, outsourcing services, value-added distribution, team mentorship, capital allocation, stakeholder value, performance metrics, business transformation, leadership development, client partnerships, transaction advisory, diverse portfolio, investment criteria, growth capital, equity partnerships, sector focus, financial services, b2b, enterprise software, enterprises, computer software, information technology & services","Based in New York City, Stella Point Capital is a private equity firm that enables well-positioned businesses to access transformational growth opportunities. Our value extends beyond funding by providing owners and management teams with senior counsel, operational expertise, and long-range market insight.

Our managing partners have invested over $2 billion of equity capital in more than 35 investments, in their prior firms. We believe that our experience and capital providers afford us flexibility in terms of investment structure, size and time horizon to meet the needs of a business and its owners and managers. We seek to provide unparalleled senior level attention to our partners through",http://www.linkedin.com/in/robert-jahn-bb85705
Sterling Advisors,1,Investment Management,http://www.sterlingadvisors.com,{'Yes': 1},{'Maybe->No': 1},Maybe,No,{'Investment management - potential investor': 1},President/owner,Business Process Improvement Specialist,"business consulting, personal accounting, financial advising, business analysis, accounting services, tax accounting, legal support, tax disputes, zero reporting, financial control, bank guarantees, community feedback, outsourced accounting, business planning, inventory management, sales consulting, marketing strategy, financial services, audit services, quality assurance, project management, consulting services, payroll services, business analytics, risk management, corporate finance, strategic planning, financial reporting, budgeting services, client support, entrepreneurial growth, small business solutions, custom business plans, compliance consulting, data analysis, fee structure transparency, performance analytics, cost reduction strategies, long-term value creation, financial forecasting, legal consulting, financial compliance, streamlined processes, account reconciliation, business growth strategies, webinars & workshops, professional development, client success stories, accounting systems restoration, corporate office services, b2b, management consulting, marketing & advertising, productivity, information technology & services, data analytics",,http://www.linkedin.com/in/joseph-coy-49ba4a21
Strategic Wealth Partners,1,Investment Management,http://www.swpconnect.com,{'Yes': 1},{'Yes->No': 1},Yes,No,{'Family Office': 1},CEO,CEO,"investment management, wealth management, financial planning, exit planning, tax planning, business valuation, retirement planning, corporate retirement plan management, insurance planning, financial advisor, investment strategy, estate planning, portfolio management, m&a advisory, exit strategy, alternative investments, financial guidance, charitable giving, swp exclusive tools, sellability score, wealthalyze, portfolio x-ray, risk management, high net worth, financial security, asset protection, generational wealth, market analysis, customized solutions, client-centric approach, business transition, client meetings, proprietary tools, virtual consultations, market insights, swp team, comprehensive services, independent financial advisor, financial education, economic commentary, wealth preservation, investment research, client relationships, wealth distribution, financial reporting, investment edge, personal cfo, tax efficiency, swp expertise, business growth strategies, holistic wealth planning, professional integrity, investment portfolio assessment, financial services, law practice, legal services","Strategic Wealth Partners is a provider of wealth management, financial planning and business transition advisory services.",http://www.linkedin.com/in/mark-tepper-cfp%c2%ae-30b9b66
The Norden Group,2,Investment Management,http://www.thenordengroup.com,{'Yes': 2},{'Maybe->No': 2},Maybe,No,{'Investment management - HNW/wealth': 2},Partner,Investment Advisor Rep At The Norden Group | Partner At The Norden Group,"investment advisory, portfolio management, tax optimization, estate planning, asset protection, financial planning, direct indexing, mutual funds, portfolio structure, portfolio audit, independent financial advisor, team collaboration, transparent investing, client loyalty, financial transparency, private portfolio, public portfolio, investment research, market updates, financial education, customized strategies, ria services, client login, heavy-duty trading platform, financial professionals, economic analysis, wealth management, retirement planning, financial advisory services, client support, call replay, financial insights, performance tracking, risk management, financial independence, real cost analysis, personalized investing, diversified portfolio, risk mitigation, investment strategies, wealth preservation, client-centered approach, financial goal setting, benchmarking performance, dedicated financial team, comprehensive service, long-term investing, capital allocation, law practice, legal services, investment management, financial services","Welcome to the Norden Group.  We are a team of experienced financial professionals – licensed fiduciaries – with expertise in investment management, tax optimization, estate planning and asset protection.  Our clients include business owners, working professionals, retirees, and corporations.  We assist our clients in the creation, implementation and management of comprehensive, customized, financial roadmaps.  We help make the complex simple – providing financial peace of mind.

 As an independent firm – our loyalty lies entirely with our clients.  We are not beholden to any bank, brokerage or insurance company.  We have no products to sell - and we eliminate costly ‘middle men', putting mo",http://www.linkedin.com/in/smerrillthenordengroup | http://www.linkedin.com/in/garen-winn-826727176
